path	tag_git_blob	correction_git_blob	identical
src/optimizer/optimizer_tail_call.h	0bcb679648a0d91c8ffb5c1e8dcca3fb1f4535ee	0bcb679648a0d91c8ffb5c1e8dcca3fb1f4535ee	true
src/optimizer/optimizer_util.c	ea34745b55fd091986e9f6686495662dd797db45	ea34745b55fd091986e9f6686495662dd797db45	true
src/optimizer/optimizer_util.h	2dd192851ae40b0c4dacf902e2928ef3d8be5cec	2dd192851ae40b0c4dacf902e2928ef3d8be5cec	true
src/optimizer/optimizer_util_dead.c	2b31a17a7584df23fa2541f7a79749c039c38486	2b31a17a7584df23fa2541f7a79749c039c38486	true
src/optimizer/optimizer_util_literal.c	1fdcbaf0b1d7152eed523c9273fc8c0cb0abdd6d	1fdcbaf0b1d7152eed523c9273fc8c0cb0abdd6d	true
src/optimizer/optimizer_util_vars.c	7297212b2acd6d00cbb68e3fbfd5cf9cc336bd19	7297212b2acd6d00cbb68e3fbfd5cf9cc336bd19	true
src/package.c	6d6661b6ae1f00895a7f15cfbbec377e13cfa8f8	6d6661b6ae1f00895a7f15cfbbec377e13cfa8f8	true
src/package.h	db7f59c1db5b1feb9da7aeb39c6daabf40204dad	db7f59c1db5b1feb9da7aeb39c6daabf40204dad	true
src/package/lfs/package_lfs.c	7ea48a0b2f649206d1e59638f527c5f862f1ffb1	7ea48a0b2f649206d1e59638f527c5f862f1ffb1	true
src/package/lfs/package_lfs_batch.c	b523a7f9aae6fc5879a512fad9602b4220143fd8	b523a7f9aae6fc5879a512fad9602b4220143fd8	true
src/package/lfs/package_lfs_buffer.c	5b4bbaf2bd40c32be737611b5d42bf73c39b958e	5b4bbaf2bd40c32be737611b5d42bf73c39b958e	true
src/package/lfs/package_lfs_download.c	dd3c72b32ad9ceae452a0789536455d6210c821c	dd3c72b32ad9ceae452a0789536455d6210c821c	true
src/package/lfs/package_lfs_pointer.c	9fa1c76758f65a7c07cab1152c2661e16c99a531	9fa1c76758f65a7c07cab1152c2661e16c99a531	true
src/package/lfs/package_lfs_remote.c	63e304cbb601067e3d3d03279f21aa91962743d3	63e304cbb601067e3d3d03279f21aa91962743d3	true
src/package/lfs/package_lfs_ssh.c	97c23b85912a5e83f25113f90d1875c5692607d9	97c23b85912a5e83f25113f90d1875c5692607d9	true
src/package/package_git.c	df29aefae52fb6fab3c7431df6bd95c5e95eb0cf	df29aefae52fb6fab3c7431df6bd95c5e95eb0cf	true
src/package/package_install.c	4e1efcc7cbbce3265107bf6b375d013f4e6cffad	4e1efcc7cbbce3265107bf6b375d013f4e6cffad	true
src/package/package_script.c	53ffdc2b7417cf340c243ecb2fb275eb8afaa037	53ffdc2b7417cf340c243ecb2fb275eb8afaa037	true
src/package/package_sync.c	34c80ee7bda5bc2fea609122cc04c5f556038b0f	34c80ee7bda5bc2fea609122cc04c5f556038b0f	true
src/package/package_url.c	82f23ba6740f21fe971c962bba49f76012126a16	82f23ba6740f21fe971c962bba49f76012126a16	true
src/package/package_util.c	8064b744f1f7204277715133791bcffce592d301	8064b744f1f7204277715133791bcffce592d301	true
src/package/package_visit.c	33b726453982185eb33a01ca5f692b0636329ca0	33b726453982185eb33a01ca5f692b0636329ca0	true
