path	c_exit	c_sha256	model_exit	model_sha256	status_diagnostics_and_artifacts_equal
tests/cgen/module_no_main.sn	0	4ff545bee53ff576fcd64b815cade2abb443e7951d4d6b2fe9c837661e817918	0	b3c34f8afccb2a7c2f316039c776e5368aa5fce31f01487ea591432244de68f0	true
tests/cgen/pragma_alias.sn	0	5f95414086c0efe04ba1bd0268d7f10ca577509338c5c72a896ce25a5edb5801	0	b17171058d2cb63cb1bb52efd92e2766bed97fbc49e3d0323eceefe7a879d434	true
tests/cgen/pragma_include.sn	0	b1d854f88608c6f65b6ef213f65518f4784ef407cfe3089eac5b54e649e6fe93	0	c362f846a577df28913a8f7e2898badd5db1f9d7b3779fca295a760f05d62ea8	true
tests/cgen/pragma_link.sn	0	5f95414086c0efe04ba1bd0268d7f10ca577509338c5c72a896ce25a5edb5801	0	1c9467e622411c40f67b6668d6835d3010417b3415cda37e4c3aa5eb4b8eacb8	true
tests/cgen/pragma_source.sn	0	90dbb1e8f2e3dd7434441103e359d3ee00fe2377bd30749167ed2cd9211e49d0	0	b2d670408aee99e5e283128880eb6661eaece8440c0a789bf2971045447f971f	true
tests/cgen/return_cleanup.sn	0	826d4011a41c8c57755a9d0d586591b831febc37d7368ea3f1ddfa17b9e942a9	0	fe0c10ec90d0d57cf0e7c84c373bd02fb8d4aec0486a3a6168713d3b60820cd1	true
tests/cgen/stmt_break.sn	0	42cd44669d0c08666d6b4d99e8df2020bb5067a0ccf765a13010d08cee1f1d16	0	fa3c9d82207baaf1d5a20f279d3f3bf3bcdcd6e8b8ae2a21cb0275e6410a4886	true
tests/cgen/stmt_continue.sn	0	c7da11040f6d8533a0b8f316802a6b47238cd7ccf49eca41a336916fea6af1e8	0	95da138751a9cf049cf2139848d2777a363656e1651d488beb37160a3c58c049	true
tests/cgen/stmt_expr.sn	0	ea89e392ff90d504f134da3ab159573938e471f6639946cf9fd27ae5c011cacf	0	cd96c54af367f88c439c8a44c5ecdd15bb93f319ad34aef2b937e9a91e5be272	true
tests/cgen/stmt_for.sn	0	7135883c81a08c0b8eeee8ea4a59cc530fa79e6351ebf86462769f51f50cbe38	0	f1333f140976f8b6895b08e17be2dbcb11d39c4345cf2cc61150165e28467d42	true
tests/cgen/stmt_for_each.sn	0	25a9716f0d525d31b1118a4073856c1642a524b4df9ab42a3e9c0d1a8b908a0b	0	48b519ccca33bbce9f3c4a5504c15995959ead745152bab90fb304b29095fb03	true
tests/cgen/stmt_if.sn	0	aba6cdb65a9f481c011b3209c89180807344f31b45c69897e5f09a3cde0908bc	0	53c8aa5c6c22553c950bc9caf7599e539fa1eab6424265ab65dfaad9edc4b91d	true
tests/cgen/stmt_if_no_else.sn	0	71a284c28eee03d04709c9b77657c82939a00128f879fed942341704dc8231af	0	1a47e432280dd00ca5073682d39baa16c7929859a074964ed97a643bbbedb7d5	true
tests/cgen/stmt_lock.sn	0	342293f5f3e08b77fc4c0abd1ecec2e6c45d3b19075061ecae25d92ee07804a6	0	97e204a0bc239dcf8e5c8528a6f072d0360668ee5af9811aaa625c3e686fe5b1	true
tests/cgen/stmt_sync.sn	0	4798f515ee10b904b751ce9702c8d7fe739b9b8848f85fc55f8f02e9939c6cf7	0	02687b7d8aa91b937d146925a0c99c16458295f8a0cb0eeb7cb28762abcf2825	true
tests/cgen/stmt_using_dispose.sn	0	dec15ef58438e7f58ea307548fea164fb16da7446fa6165d77f801e058f06ea9	0	a1e05a5f67ea590637d9a4ff18f57f82131ac551e28288afc46194eb0c3a78be	true
tests/cgen/stmt_while.sn	0	1506733671e2605db0311a379e57ce0f70e4e69816fac7da676dd3a236b05ba6	0	09431d623a195e4759af7a40754dc3ab0e1b2ee99f19adb24b66941796f87648	true
tests/cgen/struct_basic.sn	0	305d8e928cf8adea84639e2bfc4e1ea5d430e3a1ea9fef042de9c8c279e69b9a	0	a43445969c75e665cbfe675916a73d0027577d20c2648cfb88b7a49b3e6d55a4	true
tests/cgen/struct_chain_native_ref.sn	0	3c5178e7dee4933b522685b0bda46543e4f0154a387b32b3432a4ed2686ff38f	0	3031bc9deabc1b571dacc822ed39aecb2b965c424bb4a038bf83ad4db91c1132	true
tests/cgen/struct_decl_as_ref.sn	0	89391fcc3e31c424ff2068f6d401981143b8b2f0ccbea9b6b1e76d945308dbf1	0	6a20ed7fa06f3daadd4186ebe22c9d912fcb6cdc90e6f7f4a9977b51997660b0	true
tests/cgen/struct_decl_as_val.sn	0	f336eeb6ca41f4298cfc12cc95c1ed985f55dfb9e86ab8f7c65237f6fb944029	0	0f18e78ff17ce4e3fc6f02884014be419c0cb866b64f52ce62b114d7d05b0b68	true
tests/cgen/struct_default_values.sn	0	a2a694c9544d94463f8f218c60d439cee6cc1313a60039b159c111953de2ab97	0	727cfa0bf349f28b98d35c8b0d253022a3060e73f719ecda81bc4748d218068b	true
tests/cgen/struct_handle_fields.sn	0	f882662188236557608c24e8e1de69ec11f9b505dc4e430332087fb371c10391	0	c8342459ed230002c3683b1ccb38a1f041bb0c3e7981a8b438ded8504cb86d0f	true
tests/cgen/struct_methods.sn	0	abe7d08507bbf97c281e8811b5e573bd5ab74eb716a68b42d7437d32cbb48d11	0	76b72b265fbf374e6894d8609faae8ed107505c7172972e9ebc27f635b1437db	true
tests/cgen/struct_native.sn	0	9501835c3e6bfc92a1c7e3a2fc405f4991c082a66a7adc4b1dc87110bf588ec9	0	acce84227941fa1b2914776d8069ea8affcf8cf3eeaf1adc05d748e5fdc3e3a8	true
tests/cgen/struct_operator_eq.sn	0	ee9b57bfc4467c2daf74be49daca8c279ffd2b38be764243d468686bd9440ed1	0	76e872ddeddd73d7c1ce9e92a699180877e5f8095870e349a1fa82c4009416df	true
tests/cgen/struct_packed.sn	0	72895fe97a773ed9ac1f2db46dd6ae218c2b25a3873da93d47bc9dcb2893562b	0	3150e5fb38be768d7943fdea78403b419c409c8fbc88674de645b4a6be0e3a3b	true
tests/cgen/struct_return_self_ref.sn	0	78202b6dbea819773498478dc3bb28141c20392cb2756281448f630c0e7cff67	0	b24d1dbee9fe9d4ced6e753382e802074c2299d8fab8df7cc82dc88249c518b5	true
tests/cgen/struct_static_method.sn	0	d9dc2c1442ddcc9e237596bb92bd5fe1cddcbdf6a38d4b60f42fc27ef447c993	0	e17b4379f9bac49810524b27975660d5a42a6ca224cf8637f4838ed966021857	true
tests/cgen/var_decl_as_ref.sn	0	7caa37907e744444362c08c684ab8ca7564f2c9ee0aa36e4e8d306c6ac03bc9d	0	8899a264c7b34e9bd616317f9905c824dae49ae7d1d810323844ee6d4acb5ed7	true
tests/cgen/var_decl_as_val.sn	0	fdffed710dedfe1ea435594fb824784caba88ade176ce6f10cdb003bb5b8757f	0	28e3035948dbc219ddd30f37316b54072a89668dbcd3ab71ee4bb17220ce26cf	true
tests/cgen/var_decl_escape.sn	0	c276119e2400eeee391ff570ab98a759fd3c7c70db027142785041fdae3c7d4a	0	9f262d4f245686c473dfdb787b57bb4586ddf34b0df3f3b0b4e8953b038f9f44	true
tests/cgen/var_decl_string.sn	0	a4db5b9df2363851c1578904862938c4440353c1252682e0177494b9f01ed75f	0	1fd7a73591db694b77a0b12685ca94b2a6ff7cd090069fb844c68a6e44a3c13c	true
tests/cgen/variables_and_arithmetic.sn	0	72e7cf18f201db128878eec2f45dc1973800be9aa85eccd8ff9cdc16887ee6d9	0	4e2bf53f5ded91423e8646e8176ec66bfd947dc1d915da7c9210ecaeb9f3e3d4	true
tests/exploratory/debug_arena_lookup.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_compare_in_loop.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_constraint_in_loop.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all3.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all4.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all5.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all6.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all7.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all8.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_all9.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_allA.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/debug_version_satisfies_all.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/errors/test_instance_method_on_type.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/errors/test_native_lambda_capture.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
tests/exploratory/errors/test_nil_nonpointer.sn	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	true
